,label,message,label_num,Length
4373,ham,k and youre sure i dont have to have consent forms to do it v,0,64
2450,ham,kgive back my thanks,0,23
4340,ham,ìï all write or wat,0,21
3708,ham,okok okthenwhats ur todays plan,0,36
370,ham,hello my boytoy  geeee i miss you already and i just woke up i wish you were here in bed with me cuddling me i love you ,0,129
457,ham,i hope you thats the result of being consistently intelligent and kind start asking him about practicum links and keep your ears open and all the best ttyl,0,158
4760,ham,its ì© only 140 ardìä rest all ard 180 at leastwhich is ì© price 4 ì© 2 bedrm 900,0,93
3535,ham,oic cos me n my sis got no lunch today my dad went out so dunno whether 2 eat in sch or wat,0,97
2784,ham,k wat s tht incident,0,22
561,ham,thanx 4 e brownie its v nice,0,32
5110,spam,you have 1 new message please call 08715205273,1,47
508,ham,whats the significance,0,24
2465,ham,si think he is waste for rr,0,30
2303,ham,should i tell my friend not to come round til like  ltgt ish,0,66
1965,ham,thanks it was only from tescos but quite nice all gone now speak soon ,0,73
5119,ham,lol for real she told my dad i have cancer,0,43
174,ham,well im gonna finish my bath now have a goodfine night,0,61
5169,ham,now im going for lunch,0,24
3660,ham,well then you have a great weekend,0,35
5391,ham,watching ajith film ah,0,23
193,ham,it will stop on itself i however suggest she stays with someone that will be able to give ors for every stool,0,111
1348,ham,nothing much chillin at home any super bowl plan,0,51
3929,ham,i thk ì gotta go home by urself cos ill b going out shopping 4 my frens present ,0,84
1221,ham,prakesh is there know,0,22
642,ham,probably gonna swing by in a wee bit,0,36
3825,ham,goodmorningmy grandfather expiredso am on leave today,0,57
1103,ham,aiyah sorry lor i watch tv watch until i forgot 2 check my phone,0,68
5485,ham,also fuck you and your family for going to rhode island or wherever the fuck and leaving me all alone the week i have a new bong gt,0,135
578,spam,our mobile number has won å£5000 to claim calls us back or ring the claims hot line on 09050005321,1,100
2055,ham,sir i am waiting for your mail,0,32
3326,ham, what number do u live at is it 11,0,36
6,ham,even my brother is not like to speak with me they treat me like aids patent,0,77
3507,ham,camera quite good 101mega pixels 3optical and 5digital dooms have a lovely holiday be safe and i hope you hav a good journey happy new year to you both see you in a couple of weeks ,0,189
1406,spam,urgent important information for o2 user today is your lucky day 2 find out why log onto httpwwwurawinnercom there is a fantastic surprise awaiting for you,1,163
682,ham,is xy going 4 e lunch,0,22
949,ham,is that what time you want me to come,0,38
2493,ham,they released another italian one today and it has a cosign option,0,66
2737,ham,hi chachi tried calling u now unable to reach u  pl give me a missed cal once u c tiz msg  kanagu,0,99
13,ham,ive been searching for the right words to thank you for this breather i promise i wont take your help for granted and will fulfil my promise you have been wonderful and a blessing at all times,0,196
2549,ham,yup but not studying surfing lor im in e lazy mode today,0,59
402,ham,the hair cream has not been shipped,0,36
3832,ham,i had askd u a question some hours before its answer,0,53
4811,ham,fyi im at usf now swing by the room whenever,0,46
4238,ham,sez hows u  de arab boy hope u r all good give my love 2 evry1 love ya eshxxxxxxxxxxx,0,88
3952,spam,refused a loan secured or unsecured cant get credit call free now 0800 195 6669 or text back help  we will,1,114
3714,ham,i am lateso call you tomorrow morningtake care sweet dreamsu and meummifyingbye,0,92
3083,ham,ok lor i ned 2 go toa payoh 4 a while 2 return smth u wan 2 send me there or wat,0,82
2798,ham,ive told him that ive returned it that should i re order it,0,63
834,ham,surely result will offer,0,26
2887,ham,i take it we didnt have the phone callon friday can we assume we wont have it this year now,0,95
4723,spam,free game get rayman golf 4 free from the o2 games arcade 1st get ur games settings reply post then save  activ8 press 0 key for arcade termsapply,1,153
3502,ham,free any day but i finish at 6 on mon n thurs,0,48
4404,ham,dun need to use dial up juz open da browser n surf,0,53
582,spam,we tried to contact you re your reply to our offer of 750 mins 150 textand a new video phone call 08002988890 now or reply for free delivery tomorrow,1,149
4089,spam,we tried to call you re your reply to our sms for a video mobile 750 mins unlimited text  free camcorder reply of call 08000930705 now,1,135
2790,spam,uûªve bin awarded å£50 to play 4 instant cash call 08715203028 to claim every 9th player wins min å£50å£500 optout 08718727870,1,131
1378,ham,ya tel wats ur problem,0,25
1423,ham,lol great now im getting hungry,0,32
3359,ham,please attend the phone,0,25
2175,ham,im at work please call,0,24
2981,ham,tonight yeah id be down for that,0,35
4515,spam,congrats 2 mobile 3g videophones r yours call 09061744553 now videochat wid ur mates play java games dload polyh music noline rentl bx420 ip4 5we 150pm,1,161
4069,ham,ok i wont call or disturb any one i know all are avoiding me i am a burden for all,0,84
97,ham,i see when we finish we have loads of loans to pay,0,51
4911,ham,i am on the way to tirupur,0,27
3004,ham,ew are you one of them,0,23
4917,ham,sitting in mu waiting for everyone to get out of my suite so i can take a shower,0,80
304,spam,sms ac blind date 4u rodds1 is 21m from aberdeen united kingdom check him out httpimg sms acwicmb3cktz8r74 no blind dates send hide,1,146
4975,ham,you are gorgeous keep those pix cumming  thank you,0,54
5036,ham,you didnt hear it from me,0,28
994,ham,i cant i dont have her number,0,33
2219,spam,you have won a guaranteed å£1000 cash or a å£2000 prize to claim yr prize call our customer service representative on 08714712379 between 10am7pm cost 10p,1,156
3964,ham,love you aathilove u lot,0,28
4738,ham,we have pizza if u want,0,23
3051,ham,please leave this topicsorry for telling that,0,49
2797,ham,purity of friendship between two is not about smiling after reading the forwarded messageits about smiling just by seeing the name gud evng musthu,0,149
4893,ham,convey my regards to him,0,24
714,ham,he also knows about lunch menu only da  i know,0,48
1763,ham,joys father is john then john is the name of joys father mandan,0,67
1899,ham,i love working from home ,0,27
2097,ham,are you the cutest girl in the world or what,0,44
2515,ham,bognor it is should be splendid at this time of year,0,54
2249,spam,thanks for your ringtone order ref number r836 your mobile will be charged å£450 should your tone not arrive please call customer services on 09065069154,1,157
942,spam,how about getting in touch with folks waiting for company just txt back your name and age to opt in enjoy the community 150psms,1,132
1250,ham,ummmmmaah many many happy returns of d day my dear sweet heart happy birthday dear,0,84
4434,spam,dont b floppy b snappy  happy only gay chat service with photo upload call 08718730666 10pmin 2 stop our texts call 08712460324,1,137
4101,ham,ok then i will come to ur home after half an hour,0,49
1086,ham,i dont think he has spatula hands,0,35
2648,ham,hi can i please get a  ltgt  dollar loan from you ill pay you back by mid february pls,0,96
3020,ham,am in film ill call you later,0,30
5487,spam,2p per min to call germany 08448350055 from your bt line just 2p per min check planettalkinstantcom for info  ts  cs text stop to opt out,1,145
3310,ham,hi darlin how was work did u get into trouble ijust talked to your mum all morning i had a really good time last night im goin out soon but call me if u can,0,158
3818,ham,sorry brah just finished the last of my exams what up,0,55
821,ham,on the road so cant txt,0,23
326,ham,hi dahow is the todays class,0,31
730,spam,email alertfrom jeri stewartsize 2kbsubject lowcost prescripiton drvgsto listen to email call 123,1,101
4233,ham,now only i reached home   i am very tired now  i will come tomorro,0,71
3675,ham,hey r ì still online ive finished the formatting,0,54
3847,ham,can you plz tell me the ans bslvyl sent via fullonsmscom,0,58
1651,ham,i wan but too early lei me outside now wun b home so early neva mind then,0,82
2842,ham,tunji hows the queen how are you doing this is just wishing you a great day abiola,0,88
1650,ham,i dont have any of your file in my bagi was in work when you called mei ll tell you if i find anything in my room,0,118
1053,ham,jays getting really impatient and belligerent,0,46
742,ham,just got up have to be out of the room very soon û i hadnt put the clocks back til at 8 i shouted at everyone to get up and then realised it was 7 wahay another hour in bed,0,181
2941,ham,hello no news on job they are making me wait a fifth week yeah im up for some woozles and weasels in exeter still but be home about 3 ,0,142
842,ham,our prashanthettans mother passed away last night pray for her and family,0,76
4191,ham,ltgt  w jetton ave if you forgot,0,37
3861,ham,customer place i wil cal u sir,0,32
3253,ham,i can make lasagna for you vodka,0,38
352,ham,today is sorry day if ever i was angry with you if ever i misbehaved or hurt you plz plz just slap urself bcoz its ur fault im basically good,0,148
652,ham,wait do you know if wesleys in town i bet she does hella drugs,0,65
3166,ham,when people see my msgs they think iam addicted to msging they are wrong bcoz they dont know that iam addicted to my sweet friends bslvyl,0,148
768,ham,i cant pick the phone right now pls send a message,0,51
1274,ham,let me know how to contact you ive you settled in a room lets know you are ok,0,81
2921,ham,ive not sent it he can send me,0,33
4224,ham,the world suffers a lot not because of the violence of bad people but because of the silence of good people,0,115
181,ham,lol no u can trust me,0,23
3436,ham,then what about further plan,0,29
929,spam,money you r a lucky winner  2 claim your prize text money 2 88600 over å£1million to give away  ppt150x3normal text rate box403 w1t1jy,1,140
3425,ham,sure but since my parents will be working on tuesday i dont really need a cover story,0,86
5530,ham,i think that tantrums finished so yeah ill be by at some point,0,64
5238,ham,yeah i can still give you a ride,0,32
1046,ham,do 1 thing change that sentence into because i want 2 concentrate in my educational career im leaving here,0,114
4430,ham,2mro i am not coming to gym machan goodnight,0,46
5356,ham,tell me something thats okay,0,30
4986,ham,no rushing im not working im in school so if we rush we go hungry,0,70
1305,ham,designation is software developer and may be she get chennai,0,62
3916,ham,eh ur laptop got no stock lei he say mon muz come again to take a look c got a not,0,88
2731,ham,mm feeling sleepy today itself i shall get that dear,0,53
5545,ham,hi its in durban are you still on this number,0,45
3579,ham,have a lovely night and when you wake up to see this message i hope you smile knowing all is as should be have a great morning,0,128
4268,ham,beauty sleep can help ur pimples too,0,37
5493,ham,i think if he rule tamilnaduthen its very tough for our people,0,65
3305,ham,hi darlin i finish at 3 do u 1 2 pick me up or meet me text back on this number luv kate xxx,0,93
1516,ham,i need to come home and give you some good lovin,0,51
4899,spam,ou are guaranteed the latest nokia phone a 40gb ipod mp3 player or a å£500 prize txt word collect to no 83355 ibhltd ldnw15h 150pmtmsgrcvd18,1,146
4996,ham,esplanade lor where else,0,28
3323,ham,i don wake since i checked that stuff and saw that its true no available spaces pls call the embassy or send a mail to them,0,126
4488,ham,the new deus ex game comin early next yr,0,40
2163,ham,hi my darlin im on my way to london and we have just been smashed into by another driver and have a big dent im really missing u what have u been up to xxx,0,158
4999,ham,well its not like you actually called someone a punto that woulda been worse,0,78
2878,ham,u still painting ur wall,0,25
5332,ham,i think steyn surely get one wicket,0,37
3828,ham,sure ill see if i can come by in a bit,0,40
3605,ham,that means you got an a in epi shes fine shes here now,0,59
248,ham,it didnt work again oh ok goodnight then ill fix and have it ready by the time you wake up you are very dearly missed have a good night sleep,0,146
2300,ham,nothin comes to my mind ìï help me buy hanger lor ur laptop not heavy,0,72
5438,ham,what are youdoing later sar xxx,0,36
4427,ham,aiyar dun disturb u liao thk u have lots 2 do aft ur cupboard come,0,72
4014,spam,you will be receiving this weeks triple echo ringtone shortly enjoy it,1,73
562,ham,geeeee  i love you so much i can barely stand it,0,51
1154,ham,did u find a sitter for kaitlyn i was sick and slept all day yesterday,0,72
1662,spam,hi if ur lookin 4 saucy daytime fun wiv busty married woman am free all next week chat now 2 sort time 09099726429 janinexx callså£1minmobsmorelkpobox177hp51fl,1,160
3383,spam,free msgwe billed your mobile number by mistake from shortcode 83332please call 08081263000 to have charges refundedthis call will be free from a bt landline,1,160
4613,ham,hows my favourite person today r u workin hard couldnt sleep again last nite nearly rang u at 430,0,101
4884,ham,poor girl cant go one day lmao,0,31
1842,ham,are you comingdown later,0,29
5312,ham,here got ur favorite oyster n got my favorite sashimi ok lar i dun say already wait ur stomach start rumbling,0,121
253,ham,ups which is 3days also and the shipping company that takes 2wks the other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff,0,179
1739,ham,u guys never invite me anywhere ,0,34
1828,ham,may i call you later pls,0,24
4717,ham,my uncles in atlanta wish you guys a great semester,0,53
1801,ham,i wanna watch that movie,0,24
1215,ham,that would be good û ill phone you tomo lunchtime shall i to organise something,0,85
3695,ham,i am in tirupur  call you da,0,30
1900,ham,and miss vday the parachute and double coins u must not know me very well,0,79
4832,spam,new mobiles from 2004 must go txt nokia to no 89545  collect yours today from only å£1 www4tcbiz 2optout 08718726270150gbpmtmsg18 txtauction,1,153
5330,ham,dude im no longer a pisces im an aquarius now,0,47
3027,ham,you have got tallent but you are wasting,0,41
175,ham,let me know when youve got the money so carlos can make the call,0,65
4175,ham,hes in lag thats just the sad part but we keep in touch thanks to skype,0,74
3244,ham,its ok if anybody asks abt me u tel themp,0,47
2218,ham,nice talking to you please dont forget my pix  i want to see all of you,0,77
4407,ham,take care and sleep wellyou need to learn to change in lifeyou only need to get convinced on thati will wait but no more conversations between usget convinced by that timeyour family is over for you in many sensesrespect them but not overemphasiseor u have no role in my life,0,283
3315,ham,i know girls always safe and selfish know i got it pa thank you good night,0,77
64,ham,ok lar i double check wif da hair dresser already he said wun cut v short he said will cut until i look nice,0,110
2863,ham,what im saying is if you havent explicitly told nora i know someone im probably just not gonna bother,0,104
3980,ham,huh i cant thk of more oredi how many pages do we have,0,55
1552,ham,u too,0,8
5058,spam,free video camera phones with half price line rental for 12 mths and 500 cross ntwk mins 100 txts call mobileupd8 08001950382 or call2optout674,1,145
1793,ham,you bad girl i can still remember them,0,39
1904,ham,wah okie okie muz make use of e unlimited haha ,0,59
1935,ham,did either of you have any ideas do you know of anyplaces doing something,0,76
1331,ham,good morning plz call me sir,0,28
3135,ham,can you let me know details of fri when u find out cos im not in tom or fri mentionned chinese thanks,0,104
4217,ham,actually im waiting for 2 weeks when they start putting ad,0,60
2056,ham,please charge my mobile when you get up in morning,0,52
707,ham,quite late lar ard 12 anyway i wun b drivin,0,49
4670,ham,probably not im almost out of gas and i get some cash tomorrow,0,64
3709,ham,are you in town this is v important,0,37
2213,ham,goodmorning today i am late for 2hrs because of back pain,0,60
2554,ham,ill reach in ard 20 mins ok,0,31
1515,ham,i wonder if youll get this text,0,33
3648,ham,hmm ill have to think about it ok youre forgiven d,0,56
1395,ham,thats cool i am a gentleman and will treat you with dignity and respect,0,73
2895,spam,pdatenow  double mins and 1000 txts on orange tariffs latest motorola sonyericsson  nokia  bluetooth free call mobileupd8 on 08000839402 or call2optoutyhl,1,163
1796,ham,hey can you tell me blakes address carlos wanted me to meet him there but i got lost and hes not answering his phone,0,120
1705,ham,yun ahnow ì wkg wherebtw if ì go nus sc ìï wana specialise in wad,0,71
1294,ham,aiyah u did ok already lar e nydc at wheellock,0,48
5390,ham,nt joking seriously i told,0,26
439,ham,but i have to i like to have love and arrange,0,47
3799,spam,we tried to contact you re your reply to our offer of a video handset 750 anytime any networks mins unlimited text camcorder reply or call 08000930705 now,1,158
4075,spam,87077 kick off a new season with 2wks free goals  news to ur mobile txt ur club name to 87077 eg villa to 87077,1,114
1803,ham,im in class did you get my text,0,34
4144,ham,lol i would but despite these cramps i like being a girl,0,57
426,ham,aathiwhere are you dear,0,27
5515,ham,you are a great role model you are giving so much and i really wish each day for a miracle but god as a reason for everything and i must say i wish i knew why but i dont ive looked up to you since i was young and i still do have a great day,0,245
2038,ham,hey are we going for the lo lesson or gym ,0,43
1797,ham,can i get your opinion on something first,0,42
2325,ham,apps class varaya elaya,0,24
3749,ham,buzz hey my love  i think of you and hope your day goes well did you sleep in  i miss you babe i long for the moment we are together againloving smile,0,158
1373,spam,bears pic nick and tom pete and  dick in fact all types try gay chat with photo upload call 08718730666 10pmin 2 stop texts call 08712460324,1,151
5359,ham,this is ur face test  1 2 3 4 5 6 7 8 9  ltgt   select any number i will tell ur face astrology am waiting quick reply,0,133
621,ham,good words but words may leave u in dismay many times,0,58
5482,spam,urgent we are trying to contact you last weekends draw shows u have won a å£1000 prize guaranteed call 09064017295 claim code k52 valid 12hrs 150p pm,1,149
4271,ham,where to get those,0,19
1506,spam,thanks for the vote now sing along with the stars with karaoke on your mobile for a free link just reply with sing now,1,121
3385,ham,oops  am at my mums in somerset bit far back tomo see you soon x,0,71
436,ham,ask g or iouri ive told the story like ten times already,0,58
5231,ham,i realise you are a busy guy and im trying not to be a bother i have to get some exams outta the way and then try the cars do have a gr8 day,0,143
82,ham,ok i am on the way to home hi hi,0,32
5550,ham,cool what time you think you can get here,0,43
1785,ham,i dun believe u i thk u told him,0,34
466,ham,they dont put that stuff on the roads to keep it from getting slippery over there,0,83
147,ham,ummmawill call after check inour life will begin from qatar so pls pray very hard,0,84
2114,spam,sunshine hols to claim ur med holiday send a stamped self address envelope to drinks on us uk po box 113 bray wicklow eire quiz starts saturday unsub stop,1,161
2480,spam,urgent call 09066612661 from landline your complementary 4 tenerife holiday or å£10000 cash await collection sae tcs po box 3 wa14 2px 150ppm 18 sender hol offer,1,168
3625,ham,yeah right ill bring my tape measure fri,0,43
495,ham,got meh when,0,16
1542,ham,now press conference da,0,25
266,ham,not sure yet still trying to get a hold of him,0,47
2903,ham,hi darlin i hope you had a nice night i wish i had come cant wait to see you love fran ps i want dirty anal sex and i want a 10 man gang bang,0,141
4622,ham,u need my presnts always bcz u cant mis love jeevithathile irulinae neekunna prakasamanu sneham prakasam ennal prabha that mns prabha islove got it dont mis me,0,172
3654,ham,senthil group company apnt 5pm,0,31
843,spam,urgent call 09066350750 from your landline your complimentary 4 ibiza holiday or 10000 cash await collection sae tcs po box 434 sk3 8wp 150 ppm 18 ,1,153
3684,ham,wake me up at  ltgt  am morning,0,38
5014,ham,i think the other two still need to get cash but we can def be ready by 9,0,73
3101,ham,even if he my friend he is a priest call him now,0,48
2660,ham,want to finally have lunch today,0,33
3478,ham,be sure to check your yahoo email we sent photos yesterday,0,59
1096,spam,dear subscriber ur draw 4 å£100 gift voucher will b entered on receipt of a correct ans when was elvis presleys birthday txt answer to 80062,1,142
3738,ham,did you stitch his trouser,0,26
4011,ham,discussed with your mother ah,0,30
4399,ham,juz go google n search 4 qet,0,31
2502,ham,ola would get back to you maybe not today but i ve told him you can be his direct link in the us in getting cars he bids for online you arrange shipping and you get a cut or u for a partnership where u invest money for shipping and he takes care of the restuwud b self reliant soon dnt worry,0,306
4509,ham,this weekend is fine an excuse not to do too much decorating,0,62
4765,ham,whens your radio show,0,22
945,ham,i cant wait to see you how were the photos were useful ,0,59
1601,ham,carlos is taking his sweet time as usual so let me know when you and patty are donewant to smoke and ill tell him to haul ass,0,127
80,ham,sorry ill call later,0,22
238,ham,new theory argument wins d situation but loses the person so dont argue with ur friends just    kick them amp say im always correct,0,145
3155,ham,long time you remember me today,0,33
4867,ham,watching cartoon listening music amp at eve had to go temple amp church what about u,0,92
93,spam,please call our customer service representative on 0800 169 6031 between 10am9pm as you have won a guaranteed å£1000 cash or å£5000 prize,1,139
3449,ham,ya just telling abt tht incident,0,34
5132,ham,its still not working and this time i also tried adding zeros that was the savings the checking is  ltgt ,0,114
5024,ham,i was gonna ask you lol but i think its at 7,0,44
2531,ham,whats happening with you have you gotten a job and have you begun registration for permanent residency,0,104
371,ham,i will spoil you in bed as well ,0,34
2837,ham,were trying to find a chinese food place around here,0,52
4902,ham,im reaching in another 2 stops,0,36
3926,ham,lol  i really need to remember to eat when im drinking but i do appreciate you keeping me company that night babe smiles,0,126
1073,ham,lul im gettin some juicy gossip at the hospital two nurses are talking about how fat they are gettin and one thinks shes obese oyea,0,135
4937,ham,no it was cancelled yeah baby well that sounds important so i understand my darlin give me a ring later on this fone love kate x,0,129
4273,ham,ball is moving a lotwill spin in last so very difficult to bat,0,67
825,ham,hmm  bits and pieces lol  sighs ,0,42
5210,ham,dai i downloaded but there is only exe file which i can only run that exe after installing,0,91
1313,ham,how abt making some of the pics bigger,0,39
1067,ham,meeting u is my work   tel me when shall i do my work tomorrow,0,65
5,spam,freemsg hey there darling its been 3 weeks now and no word back id like some fun you up for it still tb ok xxx std chgs to send å£150 to rcv,1,148
2243,ham,boo im on my way to my moms shes making tortilla soup yummmm,0,64
4886,spam,todays vodafone numbers ending with 4882 are selected to a receive a å£350 award if your number matches call 09064019014 to receive your å£350 award,1,150
3246,ham, you gonna ring this weekend or wot,0,37
3010,ham,hm good morning headache anyone ,0,37
4787,ham,thanx yup we coming back on sun finish dinner going back 2 hotel now time flies were tog 4 exactly a mth today hope well haf many more mths to come,0,157
808,ham,i am taking half day leave bec i am not well,0,44
2255,ham,i just lov this line hurt me with the truth,0,45
4126,ham,sorry ill call later,0,22
3631,ham,oooh i got plenty of those,0,27
1030,ham,can not use foreign stamps in this country good lecture ,0,58
3830,ham,lets pool our money together and buy a bunch of lotto tickets if we win i get ltgt  u get ltgt  deal,0,116
556,ham,having lunchyou are not in onlinewhy,0,40
518,ham,that way transport is less problematic than on sat night by the way if u want to ask  n  to join my bday feel free but need to know definite nos as booking on fri ,0,168
5403,ham,so gd got free ice cream i oso wan,0,40
5437,ham,am slow in using biolas fne,0,28
33,ham,for fear of fainting with the of all that housework you just did quick have a cuppa,0,84
5073,ham,i want to sent  ltgt mesages today thats y sorry if i hurts,0,66
4568,ham,at what time should i come tomorrow,0,35
4357,spam,our dating service has been asked 2 contact u by someone shy call 09058091870 now all will be revealed pobox84 m26 3uz 150p,1,126
4475,ham,ill pick you up at about 515pm to go to taunton if you still want to come,0,76
5032,ham, was really good to see you the other day dudette been missing you,0,69
2447,ham,tmr then ì brin lar aiya later i come n c lar mayb ì neva set properly ì got da help sheet wif ì,0,109
3620,ham,that means from february to april ill be getting a place to stay down there so i dont have to hustle back and forth during audition season as i have since my sister moved away from harlem,0,190
2896,ham,ìï collecting ur laptop then going to configure da settings izzit,0,66
397,ham,you are always putting your business out there you put pictures of your ass on facebook you are one of the most open people ive ever met why would i think a picture of your room would hurt you make you feel violated,0,221
1279,ham,waiting 4 my tv show 2 start lor u leh still busy doing ur report,0,69
3554,spam,from next month get upto 50 more calls 4 ur standard network charge 2 activate call 9061100010 c wire3net 1st4terms pobox84 m26 3uz cost å£150 min mobcudb more,1,162
1410,ham,pls speak to that customer machan,0,34
5001,ham,you still around looking to pick up later,0,42
5266,ham,hi darlin its kate are u up for doin somethin tonight im going to a pub called the swan or something with my parents for one drink so phone me if u can,0,152
696,ham,aight you close by or still down around alexs place,0,54
2410,ham,ok thanx gd nite 2 ì too,0,34
4179,ham,swhrt how u deyhope ur ok tot about u 2daylove n misstake care,0,67
577,ham,ìï wait 4 me in sch i finish ard 5,0,36
3639,ham,hes really into skateboarding now despite the fact that he gets thrown off of it and winds up with bandages and shit all over his arms every five minutes,0,154
4519,ham,what to think no one saying clearly ok leave no need to ask her i will go if she come or not,0,94
3164,ham,cheers for the card  is it that time of year already,0,56
5019,ham,its cool we can last a little while getting more any time soon,0,66
5344,ham,when you guys planning on coming over,0,38
1287,ham,what do you do my dog  must i always wait till the end of your day to have word from you  did you run out of time on your cell already,0,138
4370,ham,purity of friendship between two is not about smiling after reading the forwarded messageits about smiling just by seeing the name gud evng,0,142
4826,ham,yup but its not giving me problems now so mayb ill jus leave it,0,68
2237,ham,give her something to drink if she takes it and doesnt vomit then you her temp might drop if she unmits however let me know,0,127
4806,spam,private your 2004 account statement for 0784987 shows 786 unredeemed bonus points to claim call 08719180219 identifier code 45239 expires 060505,1,153
3442,ham,your board is working fine the issue of overheating is also reslove but still software inst is pending i will come around 8o clock,0,135
2416,ham,could you not read me my love  i answered you,0,47
2027,ham,no got new job at bar in airport on satsgettin 447per hour but means no lie in keep in touch,0,94
2932,ham,yo do you know anyone  ltgt  or otherwise able to buy liquor our guy flaked and right now if we dont get a hold of somebody its just 4 loko all night,0,156
4643,ham,did u got that persons story,0,28
2118,spam,u can win å£100 of music gift vouchers every week starting now txt the word draw to 87066 tscs wwwidewcom skillgame 1winaweek age16 150ppermesssubscription,1,160
4626,spam,please call our customer service representative on 0800 169 6031 between 10am9pm as you have won a guaranteed å£1000 cash or å£5000 prize,1,139
4322,ham,aight well keep me informed,0,27
209,ham,both  i shoot big loads so get ready,0,39
1380,ham,i dnt wnt to tlk wid u,0,22
2491,ham,greetings me  consider yourself excused,0,42
3318,ham,kay since we are out already ,0,32
3313,ham,oh gei that happend to me in tron maybe ill dl it in 3d when its out,0,70
4297,spam,well done your 4 costa del sol holiday or å£5000 await collection call 09050090044 now toclaim sae tcs pobox334 stockport sk38xh costå£150pm max10mins,1,162
1898,ham,wat would u like 4 ur birthday,0,31
2609,ham,awesome text me when youre restocked,0,38
2066,ham,then you are eldest know,0,26
1637,spam,0anetworks allow companies to bill for sms so they are responsible for their suppliers,1,91
2768,ham,i am on the way to ur home,0,26
1835,ham, will be september by then,0,28
2794,ham,how will i creep on you now ,0,32
3888,ham,unlimited texts limited minutes,0,33
2241,ham,u buy newspapers already,0,25
3332,spam,you are being contacted by our dating service by someone you know to find out who it is call from a land line 09050000928 pobox45w2tg150p,1,140
376,ham,you could have seen mei didt recognise you face,0,53
1942,ham,kkwhy cant you come here and search job,0,46
1489,ham,ok i juz receive,0,18
3056,ham,just woke up yeesh its late but i didnt fall asleep til ltgt am ,0,74
2653,ham,sorry dai was thought of calling you lot of timeslil busyi will call you at noon,0,87
2280,ham,r ì comin back for dinner,0,27
3100,ham,pathaya enketa maraikara pa,0,28
1205,ham,the whole car appreciated the last two dad and are having a map reading semi argument but apart from that things are going ok p,0,130
4580,ham,not course only maths one day one chapter with in one month we can finish,0,75
2530,ham,so the sun is anti sleep medicine,0,34
3998,ham,kkwhen will you give treat,0,33
2437,spam,for ur chance to win å£250 cash every wk txt play to 83370 tscs wwwmusictrivianet custcare 08715705022 1x150pwk,1,122
893,ham,its ok i noe ure busy but im really too bored so i msg u i oso dunno wat colour she choose 4 me one,0,104
1145,spam,thank you winner notified by sms good luck no future marketing reply stop to 84122 customer services 08450542832,1,115
1684,ham,do you want bold 2 or bb torch,0,30
1466,ham,your account has been refilled successfully by inr  ltdecimalgt  your keralacircle prepaid account balance is rs  ltdecimalgt  your transaction id is kr ltgt ,0,174
3032,ham,aight lemme know whats up,0,27
769,ham,lol i know theyre so dramatic schools already closed for tomorrow apparently we cant drive in the inch of snow were supposed to get,0,137
514,spam,you are guaranteed the latest nokia phone a 40gb ipod mp3 player or a å£500 prize txt word collect to no 83355 ibhltd ldnw15h 150pmtmsgrcvd18,1,148
659,spam,88800 and 89034 are premium phone services call 08718711108,1,59
4563,ham,tell me again what your address is,0,34
3630,ham,thank you princess you are so sexy,0,38
597,spam,you have an important customer service announcement call freephone 0800 542 0825 now,1,86
1397,ham,then we wait 4 u lor no need 2 feel bad lar,0,49
360,ham,ha ha cool cool chikku chikkudb,0,38
298,ham,i cant pick the phone right now pls send a message,0,51
1076,ham,where can download clear movies dvd copies,0,44
3988,ham,ok lor anyway i thk we cant get tickets now cos like quite late already u wan 2 go look 4 ur frens a not darren is wif them now,0,133
3559,ham,lol i know hey someone did a great inpersonation of flea on the forums i love it,0,83
1503,ham,ill be there on  ltgt  ok,0,31
3373,ham,also andros ice etc etc,0,23
864,ham,dude ive been seeing a lotta corvettes lately,0,45
2048,ham,so dont use hook up any how,0,27
4956,ham,im viveki got call from your number,0,39
751,spam,you have an important customer service announcement from premier,1,65
1991,ham,no other valentines huh the proof is on your fb page ugh im so glad i really didnt watch your rupaul show you tool,0,119
4553,ham,try to do something dear you read something for exams,0,54
1990,ham,hi darlin ive just got back and i had a really nice night and thanks so much for the lift see u tomorrow xxx,0,108
1819,ham,dunno dats wat he told me ok lor,0,37
1677,ham,lol where do u come up with these ideas,0,40
2852,ham,i doubt you could handle 5 times per night in any case,0,57
5193,ham,its wylie you in tampa or sarasota,0,37
4302,ham,yup im free,0,15
1701,ham,can come my room but cannot come my house cos my house still messy haha,0,77
5259,ham,can help u swoop by picking u up from wherever ur other birds r meeting if u want,0,82
5354,ham,aiyo cos i sms ì then ì neva reply so i wait 4 ì to reply lar i tot ì havent finish ur lab wat,0,100
1350,ham,bugis oso near wat ,0,22
167,ham,hi frnd which is best way to avoid missunderstding wit our beloved ones,0,74
1678,ham,so many people seems to be special at first sight but only very few will remain special to you till your last sight maintain them till life ends shjas,0,156
4412,ham,sad story of a man  last week was my bday my wife didnt wish me my parents forgot n so did my kids  i went to work even my colleagues did not wish,0,154
1813,ham,yes we are chatting too,0,24
593,ham,you still at grand prix,0,24
2659,ham,ok,0,5
1852,spam,this is the 2nd time we have tried 2 contact u u have won the 750 pound prize 2 claim is easy call 08718726970 now only 10p per min btnationalrate ,1,154
